PMID, Ack, Gender 
17397252, Barbara Cohen,female
17397252, Emma Veitch,female
17397252, Catherine Nancarrow,female
17397252, Hemai Parthasarathy,???
17397253, Elena Rivas,female
17397254, Hongbo Zhu,???
17397255, Peter G Wolynes,male
17397255, Ping Ao,???
17397255, Dr Xiaomei Zhu,???
17352531, Dr Helena Danielson,female
17500584, R Gallego,???
17500584, Maravall,???
17500584, Abbott,male
17500585, Mike Levine,male
17500585, John Reinitz,both
17511511, Jay Taylor,male
17511511, Ian Schenck,male
17511512, Marie-Anne F?lix,???
17511514, Michael Schatz,male
17511514, Mihai Pop,???
17511514, Arthur Delcher,male
17511514, Neil Hall,male
17511514, Lynn Schriml,both
17511514, Aaron Gussman,male
17530921, Thomas Erren,male
17530921, Michael Jacobsen,male
17530921, Steven E Brenner,male
17530917, Eddo Kim,both
17530917, Schraga Schwartz,???
17530920, Fay,female
17530920, Eddy,male
17530920, Johnston,???
17480115, John A White,both
17480115, William Bialek,male
17480115, Hugh Robinson,male
17480115, David Parker,male
17480115, Jeremy Niven,male
17480115, Kit Longden,male
17480115, Volkes,???
17480116, Doug Rees,male
17480116, Olaf Andersen,male
17480116, Pierre Sens,male
17480116, Sergei Sukharev,???
17480116, Jennifer Stockdill,female
17480116, Ned Wingreen,male
17480116, Chris Gandhi,male
17480116, Ben Freund,male
17480117, Nelson Freimer,male
17480117, Tara Martin,female
17480117, Justin Okano,male
17480117, Timothy Pylko,male
17480117, David Wilson,male
18020700, Mineko Kengaku,???
18020700, Azusa Fujimoto,???
18020700, Shuji Ishihara,???
18020700, Kei Ito,???
18020700, Takashi Shimada,???
18020700, Hisao Honda,???
18020701, Troyanskaya,???
18020701, R Brandman,???
18020701, Singhal Hinrichs,???
18039026, Christopher Wiggins,male
18039027, Andrew Leigh Brown,male
18039027, Selene Zarate,female
18039028, Yeshaya Horowitz,???
17983263, Mike McDonald,male
17983263, Michael Rosbash,male
17983263, Sebastian Kadener,male
17983264, Tom Pringle,male
17983264, Robert Baertsch,male
17983264, Manfred Warmuth,???
18052533, Gonzalez,???
18052533, Dr Diego Golombek,male
18052533, Python,???
18052534, Dr Jo-Lan Chung,???
18052534, Mr Noah Ollikainen,male
18052534, Mr Daniel Goodman,male
18052535, David DiGregorio,male
18052535, Paul Miller,male
18052535, Thomas Stephen Otis,male
18052536, Dr Maria E Lanio,female
18052536, Rossana Garc?a,???
18052536, Agust?n Lage,???
18052536, Pedro Vald?s-Sosa,male
18052536, Gabriel Padr?n,male
18052536, Daniel Codorniu,male
18052536, Jos? L Garc?a-Cuevas,???
18052537, Kristine Briedis,female
18052537, Jo-Lan Chung,???
18052537, Ruben Valas,male
18052537, Song Yang,???
18052538, Mikael Hvidtfeldt Christensen,???
18052538, Ren? Thomsen,???
18052538, Thomas Bataillon,male
18052538, David Balding,male
18052538, David Welch,male
18052538, John Molitor,both
18052538, Simon Burbidge,male
18052538, Matt Harvey,male
18052539, Tony Lewis,male
18052539, Russell Marsden,male
18052540, William McGinnis,male
18052540, Martin F Yanofsky,male
18052540, Jeffrey,male
18052541, Anne-Marie Oswald,male
18052541, Jaime de la Rocha,male
18052541, Taro Toyoizumi,???
18052541, Eric Shea-Brown,male
18052542, Janet Thornton,female
18052542, Jonathan Lees,male
18052543, Eric Bonn?t,male
18052546, Stephen Eglen,male
18052546, Rachel Wong,female
18052546, Science,???
18052546, Hewlett Packard,???
17997591, Glenn Tesler,male
17997591, Vikas Bansal,???
17997591, Tzvika Hartman,???
17997591, Alex Zelikovsky,male
17997591, David Sankoff,male
17997593, Eran Segal,???
17997593, Jason Lieb,male
17997593, Uwe Ohler,???
17997594, Eric Siggia,male
17997596, Boris Reva,male
17997596, Sven Nelander,???
17997596, Nikolaus Schultz,???
17997596, Tom Tuschl,male
17997596, Greg Hannon,male
17997597, Tobias Sj?blom,male
17997597, Sian Jones,male
17997597, Jimmy Lin,male
17997597, Laura Wood,female
17997597, Yoh Iwasa,???
17937494, Nebojsa Jojic,???
17937494, Bette Korber,female
17937495, Robin Dowell,both
17937495, Rune Lyngs?,???
17937495, Elena Rivas,female
17937495, Eric Westhof,male
17937496, Howard Berg,male
17937496, Dennis Bray,male
17937496, Viktor Sourjik,???
17937496, Ady Vaknin,???
17937496, Rhoda Hawkins,female
17937496, Ady Vaknin,???
17937496, Viktor Sourjik,???
18237226, Eli Brenner,male
18237226, Vebj?rn Ekroll,???
18237226, Frans Faul,???
17953477, Kirschner,???
17953477, Flynn,male
17953477, Chan,???
17953478, Gustafson,???
17953478, Epstein,???
17967046, Fl?via Coelho,???
17967046, Roberto Togawa,male
17967047, Mary Lynn Gage,female
17967049, Eugene Schuster,male
17967049, Rafael Najmanovich,male
17967050, Richard Law,male
17967051, Jason Swedlow,male
17967051, Angela Kr?mer,female
17967051, Angus Lamond,male
17967051, Gideon Dreyfuss,male
17967051, Jan-Peter Kreivi,???
17967053, Christos Ouzounis,???
17967053, Peter Ghazal,male
17967053, John Hogenesch,both
17922567, Wong,male
17922567, Zhang,???
17922567, Adam,male
17922567, Glynn,male
17922568, Eric Siggia,male
17922568, Brown,male
17922568, Rick Cerione,male
17922568, Jon Erickson,male
17922568, John Guckenheimer,both
17922568, Eric Siggia,male
17922568, Kelvin Lee,male
17922569, Ines Thiele,female
17922569, Neema Jamshidi,???
17941702, Ann Jacob,female
17941702, Cytoscape,???
17941702, Dr Shipra Aggarwal,???
17941702, Pragyan Acharya,???
17941704, Webb Miller,male
17941704, Kate Rosenbloom,female
17941704, Yogeshwar Kelkar,???
17941704, Ian Schenck,male
17941705, Kim,both
17941705, Fred P Davis,male
17941705, Garc?a,???
17892319, Sinem Ozel,???
17892320, Bruce Bean,male
17892320, Olivia White,female
17892320, Ron Milo,male
17892320, Andrew Murray,male
17892320, Marc Kirschner,male
17892321, Mai Vo,female
17892321, Brett Larsen,male
17892321, Pavel Metalnikov,???
17892321, Howard Feldman,male
17907792, Avner Friedman,???
17907795, Marcel van Gerven,male
17907795, Dale Purves,male
17907795, Emma Byrne,female
17907796, Tina Graves,female
17907797, Greg Reeves,male
17907797, Mathieu Coppey,???
17907797, Ranjani Krishnan,???
17907797, Cole DeForest,male
17907797, Anshuman Sahoo,???
17907797, Boris Kholodenko,male
17907798, Jitu Mayor,???
17907798, Tilmann Weber,???
17907798, Andrei Lupas,???
17845070, Alfonso Renart,male
17845070, Carl van Vreeswijk,male
18404203, Magnasco,???
18404206, Becky Nankivell,female
18404206, Chris Smillie,male
18404207, Adrian Turjanski,male
18421371, Trisha N Davis,female
18421371, Michael Riffle,male
18421372, Simon Hardy,male
18421372, Stig Larsen,???
18421372, Stein Marvold,???
18421374, Sean Collins,male
18421375, Nguyen,???
18421375, David DeCaprio,male
18421375, Jade Vinson,female
18421375, James Galagan,both
18421375, Alexander Stark,male
18421375, Pouya Kheradpour,???
18437239, Sven Zenker,???
18437239, Andres Torres,male
18437239, Patricio Polanco,???
18437239, Claudio Lagoa,male
18437239, Jose,male
18437239, Ryan M Levy,male
18437239, Judy Day,female
18437239, Angela Reynolds,female
18437239, Qi Mi,???
18437239, Nicole Li,female
18437239, Joshua Sullivan,male
18437239, Matthew Rosengart,male
18437239, Juan Carlos Puyana,male
18437239, Gary Nieman,male
18437239, David Carney,male
18437239, David Hackam,male
18437239, Jeffrey Upperman,male
18437239, Ruben Zamora,male
18437239, Katherine Verdolini,female
18437239, David L Steed,male
18437239, Arie Baratt,female
18437239, Frederick D Busche,male
18437239, Gregory Constantine,male
18437239, Ivan Yotov,male
18437239, David Swigon,male
18437239, Beatrice Riviere,female
18437239, Jonathan Rubin,male
18437239, Mitchell P Fink,male
18437239, Russell Delude,male
18437239, Edwin Dietch,male
18437239, Rena Feinman,female
18437239, Timothy R Billiar,male
18437239, Bard Ermentrout,???
18437239, Gilles Clermont Additionally,???
18437239, Derek Barclay,male
18437239, David Gallo,male
18437239, Binnie Betten,???
18437239, Alan Russell,male
18437239, Clifford Brubaker,male
18437216, Chuan-Yun Li,???
18437216, Xiaomo Li,???
18437216, Zhang,???
18437216, Ying Xu,???
18437216, Xiaole Liu,???
18437216, Heping Cheng,???
18437216, Manyuan Long,male
18437216, Louis Tao,male
18437216, Xiaocheng Gu,???
18437216, Jingchu Luo,???
18389066, D Chigirev,???
18389066, Palmer,male
18389066, Schneidman,???
18389066, Chapman,???
18437234, Richard Felder,male
18437217, Christine Young,female
18392147, Anna Fogtman,female
18392147, Thomas Handorf,male
18392147, Thomas Handorf,male
18392147, Nils Christian,male
18389057, Peter Redgrave,male
18389057, Lizabeth Romanski,female
18704157, Andy Yip,male
18704157, Lora Bagryanova,female
18704157, Dan Geschwind,male
18704157, Peter Langfelder,male
18704157, Tova Fuller,male
18704157, Jake Lusis,male
18704157, Tom Drake,male
18704157, Paul Mischel,male
18704157, Stan Nelson,male
18704157, Mike Oldham,male
18704157, Anja Presson,???
18704157, Lin Wang,???
18716677, Daan Frenkel,???
18716677, Frank Poelwijk,male
18704171, J Chen,???
18704171, Wu,???
18704171, J Chen,???
18704171, Sweeney,???
18704171, Krivov,???
18704171, Ovchinnikov,???
18716678, Lisa Kinch,female
18716678, Chona Guiang,???
18716678, Jimmy Woodson,male
18716678, Jim Sethna,male
18716678, Al Gilman,male
18670593, Dan Graham,male
18670594, Dr Feng Ding,???
18670624, Eugene Koonin,male
18670596, Tim Gardner,male
18670596, Arun Krishnan,???
18670596, Alessandro Giuliani,male
18670595, Tuan Pham,male
18670595, Ajay Jain,???
18670595, Daniel Almonacid,male
18670595, Elaine Meng,female
18670595, Ray Nagatani,male
18670595, Mark Peterson,male
18769588, Carolee Winstein,female
18769588, Julie Tilson,female
18769588, James Gordon,both
18769588, Erhan Oztop,???
18769588, James Bonaiuto,both
18769588, Jill Stewart,female
18725945, David Sterratt,male
18725924, Marco D Mukrasch,male
18725924, Daniela Fischer,female
18725924, Markus Zweckstetter,male
18769680, Felix Almonte,male
18769677, Uri Hershberg,???
18769677, Yoram Louzoun,???
18769677, Stuart Sealfon,male
18769677, Ann Haberman,female
18769677, Mary Tomayko,female
18769677, Natalie Steinel,female
18769735, Guruharsha,???
18769735, Guruharsha,???
18769735, Bhaskar Saha,???
18769735, Parag Sadhale,???
18769735, Sitabhra Sinha,???
18769735, Gautam Menon,???
18769734, Eric Tytell,male
18769707, Thompson,male
18769708, Dr Dong-Uk Kim,both
18769708, Dr Jonathan Weissman,male
18769708, Dr Kwang-Lae Hoe,???
18769708, Dr Sung-Won Jeong,???
18769593, Sarel J Fleishman,???
18769593, Eduardo Perozo,male
18769593, Benoit Roux,???
18769593, Ozge Kurkcuoglu,???
18769593, Elana Erez,female
18688270, Waldisp?hl,???
18688270, Clote,???
18688270, Elena Rivas,female
18688270, Eric Westhof,male
18688266, Fusi,???
18688266, Bouret,???
18688266, Clark,male
18688266, W Lerchner,???
18688266, T Minamimoto,???
18688266, J Simmons,???
18688267, Fulvio Mavilio,???
18688267, Eugenio Montini,male
18688267, Alessandro Nonis,male
18688267, Barbara Cassani,female
18716674, Hilda David-Eden,female
18716674, Martin Akerman,male
18716674, Fabian Glaser,male
18688268, Denoeud,???
18688268, Mudge,???
18688268, Alioto,???
18688268, Kisiel,???
18688268, H Tilgner,???
18688268, Lacroix,???
18688268, J Lagarde,???
18688268, Gonzalez,???
19079571, Magri,???
19079571, Belitski,???
19079571, Kayser,???
19079571, Magri,???
19079613, Korber,???
19079613, Dewhurst,???
19079613, Gerrish,???
19079613, Daniels,???
19079613, J Learn,???
19079613, J Mullins,???
19096500, Dr Michele Vendruscolo,female
19096500, Dr Ivan Coluzza,male
19096500, Dr Ana Vila Verde,female
19096500, Chris Dobson,male
19096502, Thomas Shimizu,male
19096502, Ned Wingreen,male
19096502, Matthew Levin,male
19096501, Peter Tompa,male
19112482, Andreas K?mper,male
19112482, Magdalena Feldhahn,female
19112486, Julietta Frey,???
19112486, Mark van Rossum,male
19112483, Andrew Viterbi,male
19112483, Shinichi Kitada,???
19112483, Amarnath Gupta,???
19112483, Phillip Duxbury,male
19112483, Carlo Piermarocchi,male
19112483, Sybille Sauter,???
19112485, Suzanne Miller,female
19112485, Dr Kevin Mitchell,male
19112485, Kristen Summerhurst,female
19112485, Dr Cheryl Tickle,female
19112487, Alexander C Huk,male
19112488, Peter Dayan,male
19112488, Debajyori Ray,male
19112488, Jean Daunizeau,both
19112488, Ben Seymour,male
19112488, Peter Dayan,male
19057639, Linda J Broadbelt,female
19057639, Jennifer L Reed,female
19057639, Adam M Feist,male
19057640, John,both
19057640, Dr Stefan Wallin,male
18282080, Joshua A Solomon,male
18282080, Mike Morgan,male
18282080, Peter Dayan,male
18282081, Stefan Bentink,male
18282081, Anja von Heydebreck,???
18282081, Andreas Rosenwald,male
18282081, Michael Hummel,male
18282082, Eileen Faucher,female
18282082, Lina Nilsson,female
18282082, John Saeger,both
18282082, Manu Forero,???
18282082, Michael Smith,male
18282082, Heike Hall,male
18282082, Marc Petitmermet,male
18282082, Karel Zeman,female
18282082, Olivier Byrde,???
18282082, Michael P Sheetz,male
18282084, Erez Braun,???
18282084, Naama Brenner,???
18282084, Effraim Wallach,???
18282085, Jaydeep Bardhan,???
18282085, Ty Thomson,male
18282085, Jacob White,male
18282086, Concetta Morrone,female
18282086, Michael Goldberg,male
18282086, Rufin VanRullen,???
18282086, Andreas Tolias,male
18282086, Michael Barnett-Cowan,male
18282088, Mark Holmes,male
18282088, Adrienne Cox,female
18282088, Jameson Miller,male
18282089, Hans Reinke,male
18282089, Juergen Ripperger,???
18282089, Ueli Schibler,???
18282089, Herman Wijnen,male
18282089, Bernhard Sonderegger,male
18282091, Robert Batey,male
18248087, Roshan Cools,???
18248087, Nathaniel Daw,male
18248087, Hanneke Den Ouden,???
18248087, Karl Friston,male
18248087, Michael Moutoussis,male
18248087, Jon Roiser,male
18248087, Barbara Sahakian,female
18248087, Douglas Steele,male
18248087, Jonathan Williams,male
18248087, Paul Willner,male
18463708, Herv? Isambert,???
18463708, Graham Hatfull,male
18463708, Roger Hendrix,male
18463696, Lindsay D Eltis,male
18463696, Pascal Fortin,male
18463696, Jeff Bolin,male
18463703, Michele Vendruscolo,female
18463705, Alondra Solares,female
18463706, Aviv Regev,???
18463706, Andrew Capaldi,male
18463706, Nir Friedman,???
18463706, Hanah Margalit,???
18463706, Yoseph Barash,???
18463706, Kenzie MacIsaac,female
18463706, Takis Benos,???
18463706, Mahoney,???
18463707, Adam Eyre-Walker,male
18463707, James W Thomas,both
18463707, Phil Green,male
18392148, Grace John-Stewart,female
18392148, Stephen O'Brien,male
18392148, Thomas O'Brien,male
18392148, John Hansen,both
18392148, David Ross,male
18392148, Mark Schmidt,male
18392148, Giuseppe Cardillo,male
18392148, Fuh-Mei Duh,???
18463699, Dr Robin P Wharton,both
18463699, Dr Richard Bains,male
18463699, Dr Ann-Shyn Chiang,???
18463699, Dr Corey S Goodman,male
18463701, Dr Dina Lipkind,female
18463710, Dr Peter Cheeseman,male
18463711, Rob Clarke,male
18266463, H Sauro,???
18266463, Raval,???
18266463, R Rao,???
18266463, Benner,???
18266464, Maddalena Coppi,???
18266464, Iman Famili,???
18266464, Laurie DiDonato,female
18266464, Jessica Butler,female
18266464, Daniel Bond,male
18193939, T Yomo,???
18193939, Sawai,???
18193939, E Hoshino,???
18193939, H Shimizu,???
18193939, Ijichi,???
18208320, Georgi Gamkrelidze,???
18208320, Robert Baker,male
18208319, Teresa Wang,female
18208319, Alice Chou,female
18208319, Brenda Gallie,female
18225943, David Harrington,male
18225943, Lee-Jen Wei,???
18225943, Tianxi Cai,???
18225943, Oliver Rando,male
18225943, Yujiang Shi,???
18225943, Eran Segal,???
18225943, Ilya Ioshikhes,???
18225943, Istvan Albert,male
18225943, Frank Pugh,male
18225943, Yutao Fu,???
18225943, Zhiping Weng,???
18225943, Jodi Hirschman,female
18225943, Stacia Engel,female
18225946, Alex Morgan,male
18225946, Bob Carpenter,male
18225946, William A Baumgartner,male
18225946, Jr,???
18225946, Lynne Fox,female
18225947, Yeo,???
18225947, Stadler,???
18225949, Wilcox,???
18225949, Csaba P?l,???
18225949, Martijn,???
18225950, J Maunsell,???
18225950, J Mutch,???
18225950, T Poggio,???
18225950, E Simoncelli,???
18225950, Torralba,???
18225942, Sobral,???
18225942, Harley McAdams,male
18179279, Victor Sourjik,male
18179280, Drs Gang Pei,???
18179280, Heping Cheng,???
18179280, Qingrong Liu,???
18179280, Ka Wan Li,???
18179280, Shuqi Zhao,???
18179280, Anyuan Guo,???
18179280, Zhiyu Peng,???
18179280, Dr Iain Bruce,male
18179281, Moshe Oren,male
18179281, Andreas Doncic,male
18179281, Nitzan Rosenfeld,???
18179281, Sagi Levi,male
18179281, Ran Kafri,???
18617988, Christof Winter,female
18617988, Andreas Henschel,male
18617988, Frank Dressel,male
18617988, Annalisa Marsico,???
18617988, Andreas Beyer,male
18617999, Golding,???
18617990, Fleming,male
18617990, J Orans,???
18617990, Lujan,???
18617990, P Wassam,???
18617990, Johnson,male
18617990, J Bischof,???
18617990, Ramachandran,???
18617989, Otto Cordero,male
18617989, Kirsten,female
18617989, Daniel van der Post,male
18636096, Vitaly Ganusov,???
18636099, Sanjay Jain,???
18636099, Dennis Bray,male
18636099, Charles Wampler II,male
18636099, Layne Watson,male
18636099, Vishal Surana,???
18636099, Evan Maxwell,male
18636099, Harsha Rani,???
18654614, Saurabh Sinha,???
18654614, Tushar Bhangale,???
18654614, Chris Dietrich,male
18654614, Yevgenya Movshovich,???
18654621, Phillip Shaw,male
18654621, Nitsara Karoonuthaisiri,???
18654617, Philip H Goodman,male
18711636, Vera van Noort,female
18711636, Patrick van Kemmeren,male
18711636, Jos Boekhorst,???
18604268, Drs Yi Qin Gao,???
18604268, Paul S Cremer,male
18604264, Adrian Alexa,male
18604264, Hagen Blankenburg,???
18604264, J?rg Rahnenf?hrer,???
18604264, Frederik Gwinner,???
18551166, Fernando Mendez,male
18551166, Saharon Rosset,???
18551197, Dr Preben Kjolhede,???
18566658, D Parameshwaran,???
18566658, R Madhavan,???
18566658, Dhawale,???
18566658, Modi,???
18584020, Steven Leard,male
18584020, Michal Linial,male
18584020, Rita Casadio,female
18584020, Burkhard Rost,???
18584025, Carrie Wolinetz,female
18584025, Reinhard Schneider,???
18584025, David States,male
18584025, Burkhard Rost,???
18584025, Michael Wise,male
18584025, Peter Karp,male
18584025, Phil Bourne,male
18584043, Bruce Miller,male
18584043, Gary Glover,male
18584043, Dr Booil Jo,female
18584043, Lin,???
18584043, Meghan Meyer,female
18535663, Martin Kreitman,male
18535663, Dr Judie Howrylak,female
18369415, Prof Christopher Lee,male
18369416, Bharathi Jagadeesh,???
18369416, Peter Latham,male
18369416, Peter Dayan,male
18369420, Shizuo Akira,female
18369420, Bruce Beutler,male
18369420, Tsonwin Hai,???
18369420, G?nther Sch?tz,???
18369420, Matti Nykter,???
18369420, Jeroen de Ridder,???
18369420, Elain Fu,???
18369420, Dave Campbell,male
18369420, April Clark,female
18369420, Bridget Coila,female
18369420, Kerry Deutsch,both
18369420, Kristi Hamilton,female
18369420, Robert Hubley,male
18369420, Sarah Killcoyne,female
18369420, Martin Korb,male
18369420, Aaron Lampano,male
18369420, William Longabaugh,male
18369420, Bruz Marzolf,???
18369420, Alex Nachman,male
18369420, Irina Podolsky,???
18369420, David Rodriguez,male
18369420, Tetyana Stolyar,???
18369426, Andresen,???
18369426, Eggeling,???
18369426, Hell,???
18369426, Jakobs,???
18369426, Wahl,???
18369429, Stefan Haas,male
18369429, Peter Arndt,male
18369419, Chao Wang,???
18369419, Lingyi Lu,female
18369419, Ruoyu Luo,???
18369427, Drs Leonard Kaczmarek,male
18369427, Michael Hausser,male
18369427, Russell Hill,male
18369427, Gilad Silberberg,???
18369434, John Campbell,both
18369435, Hwa,???
18369436, John Palmer,both
18369436, Dani Mart?,female
18369437, Nilesh Banavali,???
18369437, Albert Pan,male
18369437, Deniz Sezer,???
18369437, Jose Faraldo-Gomez,male
18369437, Bernhard Egwolf,male
18369437, Albert Lau,male
18369414, Seung,???
18369414, Hansel,male
18369414, Shamir,???
18369418, Hee Shin Kim,both
18369418, Ajith Harish,???
18369418, Minglei Wang,???
18369418, Jay E Mittenthal,male
18369421, Yuji Ikegaya,???
18369421, Toshihiko Hosoya,???
18369421, Bonnie Lee La Madeleine,female
18369421, Helena Wang,female
18369422, Christophe Vanderkerckhove,male
18475320, Altschul,???
18475320, Bryant,male
18475320, Geer,???
18475320, Hoberman,???
18475320, Moore,???
18475320, Lopez,???
18475320, Brown,male
18483553, Jacob Stevenson,male
18464917, Pettigrew,???
18464917, EA Murray,male
18464917, J Simmons,???
18464917, K Kawano,???
18464917, Yamane,???
18464917, J Sachs,???
18464917, Cumming,???
18464917, Malloy,???
18464917, Smith,male
18464927, Luis Carvalho,male
18464927, Dr Sanzo Miyazawa,???
18483554, Neema Jamshidi,???
18483554, Monica Mo,female
18483554, Markus Hergard,male
18483554, Andrew Joyce,male
18483554, Shankar Subramaniam,???
18497853, Isolde Friedrich,???
18497853, G?nther Sch?fer,???
18497853, N?l?fer ?d?nc,???
18497853, J?rgen Pahle,???
18497853, Sascha Bulik,???
18497853, Jan Saam,male
18497853, Dr Andrean Goede,???
18483615, Markus W Covert,male
18483615, Matthew A Oberhardt,male
18483615, Arvind K Chavali,???
18437222, Uri Alon,???
18437222, Rob Phillips,male
18437222, Carlos Bustamante,male
18437222, Shalev Itzkovitz,???
18437222, Irene A Chen,female
18437222, Michael L Shuler,male
18437222, Evgeni V Nikolaev,???
18437222, Gideon Schreiber,male
18437222, Maarten H de Smit,???
18437222, Moselio Schaechter,???
18437222, Hans Bremer,male
18437222, Tomer Kalisky,???
18437222, Alon Zaslaver,???
18437222, Erez Dekel,???
18437222, David Wu,male
18437222, Elisha Moses,male
18437222, Roy Bar-Ziv,male
18437222, Ofer Vitells,???
18451990, R McIntosh,???
18451990, Komarova,???
18516236, Bob Edgar,male
18516236, Bill Bruno,male
18516236, Steve Johnson,male
18516236, Alex Coventry,male
18516236, Jeremy Buhler,male
18516236, Christopher Swope,male
18516236, Elena Rivas,female
18516240, Dr Claus-Wilhelm von der Lieth,???
18516240, Dr von der Lieth,???
18516226, Bhalla,???
18516226, K Doya,???
18516226, H Kitano,???
18516226, Le Nov?re,male
18516226, Bartol,???
18516277, Eshel,???
18516277, Vladislav Volman,???
18404205, Uriel Feige,male
18404205, Amit Mishali,male
18404205, Ehud Shapiro,???
18404205, Biology,???
18437243, Peter Swain,male
18437243, Mathieu Blanchette,???
18437229, Timo Lassmann,???
18437229, Andrew Perkins,male
18437229, Jacqui Matthews,???
19008936, Katharina von Kriegstein,female
19008936, Christian Ruff,male
19008936, Chris Frith,male
19008936, J?r?mie Mattout,???
19008936, Debbie Talmi,female
19008936, Sven Bestmann,???
19008936, Felix Blankenburg,male
19008941, Naoki Honda,???
19008941, Shigeyuki Oba,???
19008941, Justin Dauwels,male
19008941, Yuko Fujisawa,???
19008941, Ian Smith,male
19008939, Chris Wiggins,male
19008939, Yoav Freund,???
19023404, Douglas Erwin,male
19023404, David Krakauer,male
19023404, James Sharpe,both
19023404, Jonathan Trager,male
19023409, Elleonora Lyakhov,???
19023409, Erez Braun,???
19023409, Dani Dagan,female
19023409, Ron Meir,male
19023409, Noam Ziv,???
19023420, Pierre Collet,male
19023420, Sylvie Granon,???
19023401, William Ridgway,male
19023401, Olivera Finn,male
19023401, Alpay Temiz,???
19043553, Richard Bourgon,male
19043553, Leah O Barrera,female
19043553, Bing Ren,???
19043540, Henning Sprekeler,???
19043540, Peter Latham,male
19043540, Jesus Cortes,male
19043540, David Sterratt,male
19043540, Guy Billings,male
19043540, Robert Urbanczik,male
19043544, Sidhartha Goyal,???
19043544, Kerwyn Huang,???
19043544, Gitai,???
18989390, Mayo,male
18989390, Kirschner,???
18989390, R Milo,male
18989390, E Noor,???
18989390, Itzkovitz,???
18989390, Dekel,???
18989390, Kaplan,???
18989390, Fontana,???
18989391, Pedro Valdes-Sosa,male
18989392, Ilias Tachtsidis,???
18989392, Mike Wilson,male
18989393, Henrik Nielsen,???
18989393, H?kan Viklund,???
18989394, Nicolas Lartillot,male
18989394, Eyal Privman,???
18989394, Itay Mayrose,???
18989394, David Burstein,male
18989394, Ofir Cohen,male
18989395, Jolene Osterberger,female
18989395, Dr Nadereh Jafari,???
18989395, Peckham,???
18989395, D Tillo,???
18989395, Z Weng,???
18989395, R Carthew,???
18989395, Chang,???
18989395, Eisen,???
18989395, R Hughes,male
18989395, Lieb,???
18989395, Meyer,male
18989395, Tanay,???
18989395, Uhlenbeck,???
18989395, J Wang,???
18989395, Segal,???
18989395, Widom,???
18989397, George Miklos,male
18989397, Colin Weil,male
18989398, Ryunosuke Nishimoto,???
18989398, Jun Namikawa,???
18989398, Chris Salzberg,male
18846203, Markus Diesmann,male
18846203, Eberhard Fetz,???
18846203, Razvan Florian,male
18846203, Yves Fregnac,???
18846203, Wulfram Gerstner,???
18846203, Nikos Logothetis,???
18846203, Abigail Morrison,female
18846203, Matthias Munk,male
18846203, Gordon Pipa,male
18846203, Dan Shulz,male
18846203, Malcolm Slaney,male
18846203, Benjamin Schrauwen,male
18846203, David Verstraeten,male
18846203, Michiel D'Haene,???
18846203, Stefan Klampfl,male
18846204, Dr Jeffrey Gimble,male
18846204, Dr Florian Storch,male
18846204, Dr John Hogenesch,both
18846204, Dr Mehmet Somel,???
18846206, Vasily Vakorin,???
18846202, Beverly Errede,female
18846202, Kendall Harden,male
18927605, Nathaniel Heintzman,male
18927605, David Hawkins,male
18949023, Gentili,???
18949021, Bernard Dujon,male
18949021, G?raldine Jean,both
18949021, Nicol?s Loira,???
18949021, Jean-Luc Souciet,???
18949026, Jessica Flack,female
18949026, Doug Erwin,male
18949026, Isaac Meilijson,male
18949022, David Blei,male
18949022, Kara Dolinski,female
18949022, Dannie Durand,male
18974822, Alexander Zien,male
18974822, Nora Toussaint,female
18974822, Sebastian Henschel,male
18974831, Duncan Hull,male
18974831, Timo Hannay,???
18974831, Tim O'Reilly,male
18974831, Kevin Emamy,male
18974831, Richard Cameron,male
18974831, Martin Flack,male
18974831, Ian Mulvany,male
18974831, Greg Tyrelle,male
18974826, Larry Abbott,male
18974826, Taro Toyoizumi,???
18974826, Xaq Pitkow,???
18974826, Lais Borges,???
18974826, Cleidi Haleah,???
18974825, Olivier Hamant,???
18974825, Teva Vernoux,???
18974825, Laurent Laplaze,???
18974825, Pradeep Das,???
18974825, Vincent Mirabet,male
18974825, Isabelle Courseau,female
18974823, Victor de Lorenzo,male
18974823, Antoine Danchin,male
18974823, Piotr Bielecki,???
18833291, Kenji Mizuguchi,male
18833291, Vijayalakshmi Chelliah,???
18833291, Simon Lovell,male
18833291, Semin Lee,both
18833291, Adrian Schreyer,male
18833291, Richard Bickerton,male
18787686, Jim Brown,male
18787686, Brian Enquist,male
18787686, Thomas Kolokotrones,male
18787686, Daniel Yamins,male
18787686, Brian Enquist,male
18787686, Scott Stark,male
18787686, Karen Christensen-Dalsgaard,female
18787688, Janet Sinsheimer,female
18787688, Celia Goulding,female
18787688, Michael Strong,male
18787688, Markus Kaufmann,male
18787688, Christopher Miller,male
18787688, Einat Sprinzak,???
18787688, Stuart Sievers,male
18787688, Brian Weiner,male
18787688, Jeremy Zucker,male
18787688, Leslie Gaffney,both
18787693, Lavery,???
18787693, J Mozziconacci,???
18787693, D Rhodes,???
18787693, BF Pugh,???
18787693, E Siggia,???
18787685, Dr Christopher Henry,male
18787685, Gibbs,???
18787691, Michael Worobey,male
18802455, Stuart A Newman,male
18802455, Andr?s Czir?k,???
18802455, Charles D Little,male
18802455, Paulien Hogeweg,???
18787703, Eric Nawrocki,male
18802453, Jennifer Fung,female
18802453, Hao Li,???
18802453, Geeta Narlikar,???
